Unique ID	Card Unique ID	Card Name	Card Pitch	Card ID	Set Printing Unique ID	Set ID	Edition	Rarity	Foiling	Art Variations	Artists	Expansion Slot	Flavor Text	Image URL	Image Rotation Degrees	TCGPlayer ID	Image Hash Art	Image Hash Full																																				
FPtcK8GFTBHLJnWT8fWDP	tBqFrtGcBNQt7GnMFTPPB	Teklo Foundry Heart		ARC004	CwPrBwgWTjRL9kPchD6G7	ARC	U	L	R		Pavel Chuvin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC004-RF.webp		225539	8715300570736771654	4641686834208640334																																				
RcBhTbPDG6hqChKBHMMBz	C7jcJhrdpQTMfd7F79jK9	Achilles Accelerator		ARC005	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Pavel Chuvin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC005.webp		225541	2189425372262712908	1169361150078695739																																				
CHL96JKDjTcwWNwLMPg9z	C7jcJhrdpQTMfd7F79jK9	Achilles Accelerator		ARC005	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	C		Pavel Chuvin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC005-CF.webp		225541	2189425372262712908	1169361150078695739																																				
rdGhR8mhRRJCtqKhbwKGz	C7jcJhrdpQTMfd7F79jK9	Achilles Accelerator		ARC005	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Pavel Chuvin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC005.webp		225541	2189425372262712908	1169361150078695739																																				
gpfjppMdDp7bNPRtM8jfP	C7jcJhrdpQTMfd7F79jK9	Achilles Accelerator		ARC005	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Pavel Chuvin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC005-RF.webp		225541	2189425372262712908	1169361150078695739																																				
zQngj8HNnQGgfmgDwjdq7	BF7rFRwnNckBK8cMGpKHH	High Octane	1	ARC006	fJhkbkJH6WPtr8ztNTcp9	ARC	F	M	S		Kevin Sidharta		"""Now that's what I call blowing off steam!"" - Dash"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC006.webp		225544	427377434340499176	1517549043089550968																																				
CKRgqngWDKNb9bKCFBFtH	BF7rFRwnNckBK8cMGpKHH	High Octane	1	ARC006	fJhkbkJH6WPtr8ztNTcp9	ARC	F	M	R		Kevin Sidharta		"""Now that's what I call blowing off steam!"" - Dash"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC006-RF.webp		225544	427377434340499176	1517549043089550968																																				
7BTQR7fg8jdW6L8rgBFtD	BF7rFRwnNckBK8cMGpKHH	High Octane	1	ARC006	CwPrBwgWTjRL9kPchD6G7	ARC	U	M	S		Kevin Sidharta		"""Now that's what I call blowing off steam!"" - Dash"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC006.webp		225544	427377434340499176	1517549043089550968																																				
WqHWMLfH7KKKtN6b8P6cC	BF7rFRwnNckBK8cMGpKHH	High Octane	1	ARC006	CwPrBwgWTjRL9kPchD6G7	ARC	U	M	R		Kevin Sidharta		"""Now that's what I call blowing off steam!"" - Dash"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC006-RF.webp		225544	427377434340499176	1517549043089550968																																				
KmP8tcRbM8HdK6Q7HWQHJ	WhkHHgjnWgncTLFtLDKjn	Teklo Core	3	ARC007	fJhkbkJH6WPtr8ztNTcp9	ARC	F	M	S		Nathaniel Himawan			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC007.webp		225551	8420869475150855427	5799167944546930531																																				
Db6hKjPTC8QmWDKdBCF9B	WhkHHgjnWgncTLFtLDKjn	Teklo Core	3	ARC007	fJhkbkJH6WPtr8ztNTcp9	ARC	F	M	R	AT	Nathaniel Himawan			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC007-RF.webp		225551	8420869475150855427	5799167944546930531																																				
BCQBF9BGgKmbDcQRMjf6N	WhkHHgjnWgncTLFtLDKjn	Teklo Core	3	ARC007	CwPrBwgWTjRL9kPchD6G7	ARC	U	M	S		Nathaniel Himawan			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC007.webp		225551	8420869475150855427	5799167944546930531																																				
dPdhcjmhMqdwnBrbrjjzN	WhkHHgjnWgncTLFtLDKjn	Teklo Core	3	ARC007	CwPrBwgWTjRL9kPchD6G7	ARC	U	M	R		Nathaniel Himawan			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC007-RF.webp		225551	8420869475150855427	5799167944546930531																																				
bPQmwct8DBKmpLmbQBzGG	mkDw7d9PKRDtJT7bCCRjh	Maximum Velocity	1	ARC008	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	S		Nikolai Maslakov		Zoom! Zip! Kazam! Ever wanted to show ol' Joey what for? Now you can, with the Velocitator 60-T! Turn that pesky rival into a smear on the pavement!	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC008.webp		225556	4825299814308295872	4999684757632072299																																				
KB8wGDT6JhWtCBWWDKbC9	mkDw7d9PKRDtJT7bCCRjh	Maximum Velocity	1	ARC008	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	R		Nikolai Maslakov		Zoom! Zip! Kazam! Ever wanted to show ol' Joey what for? Now you can, with the Velocitator 60-T! Turn that pesky rival into a smear on the pavement!	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC008-RF.webp		225556	4825299814308295872	4999684757632072299																																				
BBb8qrb7QTMrgFnNDBGmB	mkDw7d9PKRDtJT7bCCRjh	Maximum Velocity	1	ARC008	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	S		Nikolai Maslakov		Zoom! Zip! Kazam! Ever wanted to show ol' Joey what for? Now you can, with the Velocitator 60-T! Turn that pesky rival into a smear on the pavement!	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC008.webp		225556	4825299814308295872	4999684757632072299																																				
jLqmQDqNHLbHrHMP9rMNf	mkDw7d9PKRDtJT7bCCRjh	Maximum Velocity	1	ARC008	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	R		Nikolai Maslakov		Zoom! Zip! Kazam! Ever wanted to show ol' Joey what for? Now you can, with the Velocitator 60-T! Turn that pesky rival into a smear on the pavement!	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC008-RF.webp		225556	4825299814308295872	4999684757632072299																																				
CNtB8BRWcTwjDb8jBwTp6	tqpr9PgWLMcrmggBmfL9B	Spark of Genius	2	ARC009	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	S		Alexander Mokhov		"""So if I grab… and then connect… That's it!"" - Dash"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC009.webp		225559	1287552599126963041	1250809669489865593																																				
WGftfQrBRp9K8k6MJ8fPW	tqpr9PgWLMcrmggBmfL9B	Spark of Genius	2	ARC009	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	R	AT	Alexander Mokhov		"""So if I grab… and then connect… That's it!"" - Dash"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC009-RF.webp		225559	1287552599126963041	1232795270980383551																																				
Qcr8CntpK8HNG7h8pBL9T	tqpr9PgWLMcrmggBmfL9B	Spark of Genius	2	ARC009	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	S		Alexander Mokhov		"""So if I grab… and then connect… That's it!"" - Dash"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC009.webp		225559	1287552599126963041	1250809669489865531																																				
tBqjFDD96NcGL9GfwpPhN	tqpr9PgWLMcrmggBmfL9B	Spark of Genius	2	ARC009	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	R		Alexander Mokhov		"""So if I grab… and then connect… That's it!"" - Dash"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC009-RF.webp		225559	1287552599126963041	1250809669489865531																																				
mC7T7FHqTQTjgp8ckTqBk	MNwTgMKtfwcbBTGTLCbzt	Induction Chamber	1	ARC010	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	S		Rachel Alderson			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC010.webp		225561	1339936781161491314	1250564482692166200																																				
w6kK9mmfgfd89FMJ6DrWp	MNwTgMKtfwcbBTGTLCbzt	Induction Chamber	1	ARC010	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	R		Rachel Alderson			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC010-RF.webp		225561	1339936781161491314	1250564482692166200																																				
qcpJbPL9z67FQFGkNR6Bf	MNwTgMKtfwcbBTGTLCbzt	Induction Chamber	1	ARC010	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	S		Rachel Alderson			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC010.webp		225561	1339936781161491314	1250564482692166200																																				
nQJpPz9bFt6KQGTMjGdhp	MNwTgMKtfwcbBTGTLCbzt	Induction Chamber	1	ARC010	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	R		Rachel Alderson			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC010-RF.webp		225561	1339936781161491314	1250564482692166200																																				
bRCQDG6JBPD8P9CWcjhdJ	rkKktHBPDLQDfpddktPwn	Pedal to the Metal	1	ARC011	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC011.webp		225566	8116433512558244185	5769972987214640952																																				
QgkmwckJddHTbQmb9LWCK	rkKktHBPDLQDfpddktPwn	Pedal to the Metal	1	ARC011	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R	AT	Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC011-RF.webp		225566	8116433512558244185	5787987368275818297																																				
HkTCmCdtBCpCtLCn898TF	rkKktHBPDLQDfpddktPwn	Pedal to the Metal	1	ARC011	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC011.webp		225566	8116433512558244185	5787987385455687480																																				
WDNqNMKptnTQ8JdrJfL7m	rkKktHBPDLQDfpddktPwn	Pedal to the Metal	1	ARC011	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC011-RF.webp		225566	8116433512558244185	5787987385455687480																																				
QGmBNRkbJqTgq6Qh8tjqR	hqdkcKzDpMTrNrNjKPk7n	Pedal to the Metal	2	ARC012	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC012.webp		225567	8116433512558244185	5787987368544253752																																				
gwgtFrbCgBhCG7hCfjBtQ	hqdkcKzDpMTrNrNjKPk7n	Pedal to the Metal	2	ARC012	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R	AT	Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC012-RF.webp		225567	8116433512558244185	5787987368275818297																																				
b8p7qfQCqWtrRCdGTkJtf	hqdkcKzDpMTrNrNjKPk7n	Pedal to the Metal	2	ARC012	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC012.webp		225567	8116433512558244185	5787987385455687480																																				
HBbrfFWmWbtCWGgqr7DhJ	hqdkcKzDpMTrNrNjKPk7n	Pedal to the Metal	2	ARC012	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC012-RF.webp		225567	8116433512558244185	5787987385455687480																																				
Hntn6FdwLGrHtnHRntF8j	zqpjjkQcPrDPQJGhDKkbC	Pedal to the Metal	3	ARC013	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC013.webp		225568	8116433512558244185	5787987368544253752																																				
wPb69tmWMG9PHL8KnChgw	zqpjjkQcPrDPQJGhDKkbC	Pedal to the Metal	3	ARC013	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R	AT	Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC013-RF.webp		225568	8116433512558244185	5787987368275818297																																				
GGkNhfH9Gmh7JNWq9nwD7	zqpjjkQcPrDPQJGhDKkbC	Pedal to the Metal	3	ARC013	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC013.webp		225568	8116433512558244185	5787987385455687480																																				
8Hj8RtRjPNCPLBnPCpdrH	zqpjjkQcPrDPQJGhDKkbC	Pedal to the Metal	3	ARC013	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Sam Yang			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC013-RF.webp		225568	8116433512558244185	5787987385455687480																																				
8H7PGmd7m77qfCnkd6MRM	MhtpFzdKHmtPPrnLwWhnq	Pour the Mold	1	ARC014	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC014.webp		225570	4867589912735685062	5003381076464322895																																				
JHKtB6RKP8nrNQzjwhbfT	MhtpFzdKHmtPPrnLwWhnq	Pour the Mold	1	ARC014	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC014-RF.webp		225570	4867589912735685062	5003381076464322895																																				
wPQckztLrPGH8qjF8CHDw	MhtpFzdKHmtPPrnLwWhnq	Pour the Mold	1	ARC014	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC014.webp		225570	4868152862152235462	5002255176557481295																																				
g8BbzbPpPrjBp8pRTrGqT	MhtpFzdKHmtPPrnLwWhnq	Pour the Mold	1	ARC014	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC014-RF.webp		225570	4868152862152235462	5002255176557481295																																				
CWnTD7gWTBPTCbmWBWzKf	r8TWKrQFMwGwD976H6LN6	Pour the Mold	2	ARC015	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC015.webp		225571	4867589912735685062	5002255176557481295																																				
JMKbKFFgcfRNwh8c8gJBc	r8TWKrQFMwGwD976H6LN6	Pour the Mold	2	ARC015	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC015-RF.webp		225571	4867589912735685062	5002255176557481295																																				
GpK9F7zbBzpWBjM8zQLqK	r8TWKrQFMwGwD976H6LN6	Pour the Mold	2	ARC015	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC015.webp		225571	4868152862152235462	5002255176557481295																																				
zq8TzpKQHCKpfbmkW8Hqh	r8TWKrQFMwGwD976H6LN6	Pour the Mold	2	ARC015	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC015-RF.webp		225571	4868152862152235462	5002255176557481295																																				
J9WFzBFD6BWJzLPCrdzjr	Nd8DdbchbdmFPFgNLRPDD	Pour the Mold	3	ARC016	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC016.webp		225573	4867589912735685062	5002255176557484367																																				
kTqz6MfDJdJGhk86MTPng	Nd8DdbchbdmFPFgNLRPDD	Pour the Mold	3	ARC016	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC016-RF.webp		225573	4867589912735685062	5002255176557484367																																				
MRqmjhPCfWQbjncqgRQRQ	Nd8DdbchbdmFPFgNLRPDD	Pour the Mold	3	ARC016	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC016.webp		225573	4868152862152235462	5002255176557484367																																				
j8LWGKtBwtw8jNQjnKtPd	Nd8DdbchbdmFPFgNLRPDD	Pour the Mold	3	ARC016	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC016-RF.webp		225573	4868152862152235462	5002255176557484367																																				
PdkrRhzWbr7KpH87KCDtL	b7h97MzpKF8mNqMr8B9Fq	Aether Sink	2	ARC017	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Rachel Alderson			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC017.webp		225576	5946227633307808057	5862196551954549083																																				
kz8g6Cq7nqzCgC8GnmdCK	b7h97MzpKF8mNqMr8B9Fq	Aether Sink	2	ARC017	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Rachel Alderson			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC017-RF.webp		225576	5946227633307808057	5862196551954549083																																				
KJFJ8tfwmWbhDjKjWd7md	b7h97MzpKF8mNqMr8B9Fq	Aether Sink	2	ARC017	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Rachel Alderson			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC017.webp		225576	5946227633307808057	5862196551954549083																																				
qjbdMpMWMFjrDDLqqzkrq	b7h97MzpKF8mNqMr8B9Fq	Aether Sink	2	ARC017	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Rachel Alderson			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC017-RF.webp		225576	5946227633307808057	5862196551954549083																																				
k6JjFkP8NpBJrLgW6LRKj	Kqmkn6mpNKLqKQdRPjMmt	Cognition Nodes	3	ARC018	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Asep Ariyanto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC018.webp		225586	5747468113103703088	1544668226808718395																																				
LqgbhgKQtqTGbKPJp7cLd	Kqmkn6mpNKLqKQdRPjMmt	Cognition Nodes	3	ARC018	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Asep Ariyanto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC018-RF.webp		225586	5747468113103703088	1544668226808718395																																				
Jw9qmCwGLNKcR7zTb9hgJ	Kqmkn6mpNKLqKQdRPjMmt	Cognition Nodes	3	ARC018	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Asep Ariyanto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC018.webp		225586	1135782094944750640	1544668226808718395																																				
8zPgBMBktkncDwNpR97Tq	Kqmkn6mpNKLqKQdRPjMmt	Cognition Nodes	3	ARC018	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Asep Ariyanto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC018-RF.webp		225586	1135782094944750640	1544668226808718395																																				
cgwrfgqz8jWTKzL9ghKBH	tcQQjwMNMtrMM8jnBHN8Q	Convection Amplifier	1	ARC019	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Cristián Huerta			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC019.webp		225589	7894177784005891602	4922042500217057063																																				
WMrRPMM7HDfqm7nFDQ6Jr	tcQQjwMNMtrMM8jnBHN8Q	Convection Amplifier	1	ARC019	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R	AT	Cristián Huerta			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC019-RF.webp		225589	7894177784005891602	4922042500219154213																																				
DMbqjnHGDb8BPk9nMrGBb	tcQQjwMNMtrMM8jnBHN8Q	Convection Amplifier	1	ARC019	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Cristián Huerta			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC019.webp		225589	7894177784005891602	4922042500217057063																																				
pDkH9wP9b8n78rHGkC8Pq	tcQQjwMNMtrMM8jnBHN8Q	Convection Amplifier	1	ARC019	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Cristián Huerta			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC019-RF.webp		225589	7894177784005891602	4922042500217057063																																				
69MfR9tKbBNJTMtJPgrGF	RrjhFCHBwjJHg7PQc6Prk	Over Loop	1	ARC020	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC020.webp		225593	4670894478120481081	4705014305906900536																																				
8bJHLdmGGprqjkN9Dj8HN	RrjhFCHBwjJHg7PQc6Prk	Over Loop	1	ARC020	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R	AT	Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC020-RF.webp		225593	4670894478120481592	4705016504928058936																																				
bgLPCNFrDj9zrBHtCCrGT	RrjhFCHBwjJHg7PQc6Prk	Over Loop	1	ARC020	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC020.webp		225593	4670894478120481592	4705014305906900536																																				
6Jh9ppDnP7mT6k8PqdjpL	RrjhFCHBwjJHg7PQc6Prk	Over Loop	1	ARC020	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC020-RF.webp		225593	4670894478120481592	4705014305906900536																																				
gptLrpdJ76LbtdbFRmfNq	d8qtfb87mk97GKMDPgDKb	Over Loop	2	ARC021	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC021.webp		225595	4670894478120481592	4705014305906900536																																				
t6bKnzc9rNNgRTLjMrQLt	d8qtfb87mk97GKMDPgDKb	Over Loop	2	ARC021	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R	AT	Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC021-RF.webp		225595	4670894478120481592	4705016504928058936																																				
c8FDk6N98G6BqtkzPw9pm	d8qtfb87mk97GKMDPgDKb	Over Loop	2	ARC021	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC021.webp		225595	4670894478120481592	4705016504930154040																																				
7gBtPHTmCb7jRGfqrQ8rT	d8qtfb87mk97GKMDPgDKb	Over Loop	2	ARC021	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC021-RF.webp		225595	4670894478120481592	4705016504930154040																																				
NJLKW7cRGhR7PLMzMKQCT	CMTbqWQL99gDnd8L7tthp	Over Loop	3	ARC022	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC022.webp		225597	4670894478120481592	4705014305906900536																																				
kRTHcfhhkqWjmKQWNC87L	CMTbqWQL99gDnd8L7tthp	Over Loop	3	ARC022	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R	AT	Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC022-RF.webp		225597	4670894478120481592	4705016504928058936																																				
WzQmTwgJgPhHhdgwhjMwD	CMTbqWQL99gDnd8L7tthp	Over Loop	3	ARC022	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC022.webp		225597	4670894478120481592	4705014305906900536																																				
nrNwzkMprMBtgMBNrPFgm	CMTbqWQL99gDnd8L7tthp	Over Loop	3	ARC022	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Mikhail Babkin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC022-RF.webp		225597	4670894478120481592	4705014305906900536																																				
nPKJQp6WG7kCLkG9Kz8Qd	BHKdPc9mGc9CtNCzQJHnF	Throttle	1	ARC023	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Kevin Sidharta		"""Why, my steam-propelled hammer could increase mining efficiency by up to 38%!"" - Elias Edgecombe"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC023.webp		225600	1823003948883283239	1255031595566591891																																				
htfTt9QQqQHmPzMb7zddg	BHKdPc9mGc9CtNCzQJHnF	Throttle	1	ARC023	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R	AT	Kevin Sidharta			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC023-RF.webp		225600	1823003948883283239	1184099901439699859																																				
RPk8j8Pw7JWH6WRcJLmQn	BHKdPc9mGc9CtNCzQJHnF	Throttle	1	ARC023	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Kevin Sidharta		"""Why, my steam-propelled hammer could increase mining efficiency by up to 38%!"" - Elias Edgecombe"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC023.webp		225600	1823003948883283239	1246024396311850963																																				
wk6d7KNPndpLFgBW9FthB	BHKdPc9mGc9CtNCzQJHnF	Throttle	1	ARC023	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Kevin Sidharta		"""Why, my steam-propelled hammer could increase mining efficiency by up to 38%!"" - Elias Edgecombe"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC023-RF.webp		225600	1823003948883283239	1246024396311850963																																				
6FtmDJDc6QpGk6Cn7jK7T	6bkFRTMhgjKWfftkpqtD6	Throttle	2	ARC024	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Kevin Sidharta		"""Why, my steam-propelled hammer could increase mining efficiency by up to 38%!"" - Elias Edgecombe"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC024.webp		225607	1823003948883283239	1246024396311850963																																				
dntw9BbcMrJLQqm8mjfz6	6bkFRTMhgjKWfftkpqtD6	Throttle	2	ARC024	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R	AT	Kevin Sidharta			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ARC024-RF.webp		225607	1823003948883283239	1184099901439699859																																				
cjMrrGP8nBDpmNKdTjpT8	6bkFRTMhgjKWfftkpqtD6	Throttle	2	ARC024	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Kevin Sidharta		"""Why, my steam-propelled hammer could increase mining efficiency by up to 38%!"" - Elias Edgecombe"	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/U-ARC024.webp		225607	1823003948883283239	1246024396311850963																																				
